Drug,Phenotype,Disease,drug_relation,drug_display_relation,phenotype_relation,phenotype_display_relation
carboplatin,alveolar cell carcinoma,lung cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
carboplatin,lung adenocarcinoma,lung cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
carboplatin,somatic mutation,lung cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
carboplatin,autosomal dominant inheritance,lung cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
ifosfamide,alveolar cell carcinoma,lung cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
ifosfamide,lung adenocarcinoma,lung cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
ifosfamide,somatic mutation,lung cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
ifosfamide,autosomal dominant inheritance,lung cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
coenzyme m,alveolar cell carcinoma,lung cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
coenzyme m,lung adenocarcinoma,lung cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
coenzyme m,somatic mutation,lung cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
coenzyme m,autosomal dominant inheritance,lung cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
etoposide,alveolar cell carcinoma,lung cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
etoposide,lung adenocarcinoma,lung cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
etoposide,somatic mutation,lung cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
etoposide,autosomal dominant inheritance,lung cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
paclitaxel,alveolar cell carcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
paclitaxel,lung adenocarcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
paclitaxel,somatic mutation,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
paclitaxel,autosomal dominant inheritance,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
belotecan,alveolar cell carcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
belotecan,lung adenocarcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
belotecan,somatic mutation,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
belotecan,autosomal dominant inheritance,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
gefitinib,alveolar cell carcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
gefitinib,lung adenocarcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
gefitinib,somatic mutation,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
gefitinib,autosomal dominant inheritance,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
erlotinib,alveolar cell carcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
erlotinib,lung adenocarcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
erlotinib,somatic mutation,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
erlotinib,autosomal dominant inheritance,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
lorlatinib,alveolar cell carcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
lorlatinib,lung adenocarcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
lorlatinib,somatic mutation,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
lorlatinib,autosomal dominant inheritance,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
pembrolizumab,alveolar cell carcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
pembrolizumab,lung adenocarcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
pembrolizumab,somatic mutation,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
pembrolizumab,autosomal dominant inheritance,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
pemetrexed,alveolar cell carcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
pemetrexed,lung adenocarcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
pemetrexed,somatic mutation,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
pemetrexed,autosomal dominant inheritance,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
olmutinib,alveolar cell carcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
olmutinib,lung adenocarcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
olmutinib,somatic mutation,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
olmutinib,autosomal dominant inheritance,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
alectinib,alveolar cell carcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
alectinib,lung adenocarcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
alectinib,somatic mutation,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
alectinib,autosomal dominant inheritance,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
brigatinib,alveolar cell carcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
brigatinib,lung adenocarcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
brigatinib,somatic mutation,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
brigatinib,autosomal dominant inheritance,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
docetaxel,alveolar cell carcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
docetaxel,lung adenocarcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
docetaxel,somatic mutation,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
docetaxel,autosomal dominant inheritance,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
ceritinib,alveolar cell carcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
ceritinib,lung adenocarcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
ceritinib,somatic mutation,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
ceritinib,autosomal dominant inheritance,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
methotrexate,alveolar cell carcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
methotrexate,lung adenocarcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
methotrexate,somatic mutation,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
methotrexate,autosomal dominant inheritance,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
vindesine,alveolar cell carcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
vindesine,lung adenocarcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
vindesine,somatic mutation,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
vindesine,autosomal dominant inheritance,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
mechlorethamine,alveolar cell carcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
mechlorethamine,lung adenocarcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
mechlorethamine,somatic mutation,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
mechlorethamine,autosomal dominant inheritance,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
lonidamine,alveolar cell carcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
lonidamine,lung adenocarcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
lonidamine,somatic mutation,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
lonidamine,autosomal dominant inheritance,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
doxorubicin,alveolar cell carcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
doxorubicin,lung adenocarcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
doxorubicin,somatic mutation,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
doxorubicin,autosomal dominant inheritance,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
talaporfin,alveolar cell carcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
talaporfin,lung adenocarcinoma,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
talaporfin,somatic mutation,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
talaporfin,autosomal dominant inheritance,lung cancer,indication,indication,disease_phenotype_positive,phenotype present
sonidegib,basalioma of the outer ear,skin carcinoma,indication,indication,disease_phenotype_positive,phenotype present
sonidegib,neoplasm of the skin,skin carcinoma,indication,indication,disease_phenotype_positive,phenotype present
vismodegib,basalioma of the outer ear,skin carcinoma,indication,indication,disease_phenotype_positive,phenotype present
vismodegib,neoplasm of the skin,skin carcinoma,indication,indication,disease_phenotype_positive,phenotype present
methoxsalen,basalioma of the outer ear,skin carcinoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,neoplasm of the skin,skin carcinoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
sonidegib,epithelial neoplasm,carcinoma,indication,indication,phenotype_phenotype,parent-child
vismodegib,epithelial neoplasm,carcinoma,indication,indication,phenotype_phenotype,parent-child
methoxsalen,epithelial neoplasm,carcinoma,contraindication,contraindication,phenotype_phenotype,parent-child
mivacurium,epithelial neoplasm,carcinoma,contraindication,contraindication,phenotype_phenotype,parent-child
tasonermin,renal sarcoma,sarcoma,indication,indication,phenotype_phenotype,parent-child
tasonermin,ewing sarcoma,sarcoma,indication,indication,phenotype_phenotype,parent-child
tasonermin,soft tissue sarcoma,sarcoma,indication,indication,phenotype_phenotype,parent-child
tasonermin,neoplasm by histology,sarcoma,indication,indication,phenotype_phenotype,parent-child
pazopanib,renal sarcoma,sarcoma,indication,indication,phenotype_phenotype,parent-child
pazopanib,ewing sarcoma,sarcoma,indication,indication,phenotype_phenotype,parent-child
pazopanib,soft tissue sarcoma,sarcoma,indication,indication,phenotype_phenotype,parent-child
pazopanib,neoplasm by histology,sarcoma,indication,indication,phenotype_phenotype,parent-child
olaratumab,renal sarcoma,sarcoma,indication,indication,phenotype_phenotype,parent-child
olaratumab,ewing sarcoma,sarcoma,indication,indication,phenotype_phenotype,parent-child
olaratumab,soft tissue sarcoma,sarcoma,indication,indication,phenotype_phenotype,parent-child
olaratumab,neoplasm by histology,sarcoma,indication,indication,phenotype_phenotype,parent-child
tazemetostat,renal sarcoma,sarcoma,indication,indication,phenotype_phenotype,parent-child
tazemetostat,ewing sarcoma,sarcoma,indication,indication,phenotype_phenotype,parent-child
tazemetostat,soft tissue sarcoma,sarcoma,indication,indication,phenotype_phenotype,parent-child
tazemetostat,neoplasm by histology,sarcoma,indication,indication,phenotype_phenotype,parent-child
azathioprine,renal sarcoma,sarcoma,drug_effect,side effect,phenotype_phenotype,parent-child
azathioprine,ewing sarcoma,sarcoma,drug_effect,side effect,phenotype_phenotype,parent-child
azathioprine,soft tissue sarcoma,sarcoma,drug_effect,side effect,phenotype_phenotype,parent-child
azathioprine,neoplasm by histology,sarcoma,drug_effect,side effect,phenotype_phenotype,parent-child
cyclophosphamide,renal sarcoma,sarcoma,drug_effect,side effect,phenotype_phenotype,parent-child
cyclophosphamide,ewing sarcoma,sarcoma,drug_effect,side effect,phenotype_phenotype,parent-child
cyclophosphamide,soft tissue sarcoma,sarcoma,drug_effect,side effect,phenotype_phenotype,parent-child
cyclophosphamide,neoplasm by histology,sarcoma,drug_effect,side effect,phenotype_phenotype,parent-child
ifosfamide,renal sarcoma,sarcoma,drug_effect,side effect,phenotype_phenotype,parent-child
ifosfamide,ewing sarcoma,sarcoma,drug_effect,side effect,phenotype_phenotype,parent-child
ifosfamide,soft tissue sarcoma,sarcoma,drug_effect,side effect,phenotype_phenotype,parent-child
ifosfamide,neoplasm by histology,sarcoma,drug_effect,side effect,phenotype_phenotype,parent-child
tamoxifen,renal sarcoma,sarcoma,drug_effect,side effect,phenotype_phenotype,parent-child
tamoxifen,ewing sarcoma,sarcoma,drug_effect,side effect,phenotype_phenotype,parent-child
tamoxifen,soft tissue sarcoma,sarcoma,drug_effect,side effect,phenotype_phenotype,parent-child
tamoxifen,neoplasm by histology,sarcoma,drug_effect,side effect,phenotype_phenotype,parent-child
tasonermin,fibroma,soft tissue sarcoma,indication,indication,phenotype_phenotype,parent-child
tasonermin,leiomyosarcoma,soft tissue sarcoma,indication,indication,phenotype_phenotype,parent-child
tasonermin,neurofibrosarcoma,soft tissue sarcoma,indication,indication,phenotype_phenotype,parent-child
tasonermin,sarcoma,soft tissue sarcoma,indication,indication,phenotype_phenotype,parent-child
pazopanib,fibroma,soft tissue sarcoma,indication,indication,phenotype_phenotype,parent-child
pazopanib,leiomyosarcoma,soft tissue sarcoma,indication,indication,phenotype_phenotype,parent-child
pazopanib,neurofibrosarcoma,soft tissue sarcoma,indication,indication,phenotype_phenotype,parent-child
pazopanib,sarcoma,soft tissue sarcoma,indication,indication,phenotype_phenotype,parent-child
olaratumab,fibroma,soft tissue sarcoma,indication,indication,phenotype_phenotype,parent-child
olaratumab,leiomyosarcoma,soft tissue sarcoma,indication,indication,phenotype_phenotype,parent-child
olaratumab,neurofibrosarcoma,soft tissue sarcoma,indication,indication,phenotype_phenotype,parent-child
olaratumab,sarcoma,soft tissue sarcoma,indication,indication,phenotype_phenotype,parent-child
azathioprine,fibroma,soft tissue sarcoma,drug_effect,side effect,phenotype_phenotype,parent-child
azathioprine,leiomyosarcoma,soft tissue sarcoma,drug_effect,side effect,phenotype_phenotype,parent-child
azathioprine,neurofibrosarcoma,soft tissue sarcoma,drug_effect,side effect,phenotype_phenotype,parent-child
azathioprine,sarcoma,soft tissue sarcoma,drug_effect,side effect,phenotype_phenotype,parent-child
cyclophosphamide,fibroma,soft tissue sarcoma,drug_effect,side effect,phenotype_phenotype,parent-child
cyclophosphamide,leiomyosarcoma,soft tissue sarcoma,drug_effect,side effect,phenotype_phenotype,parent-child
cyclophosphamide,neurofibrosarcoma,soft tissue sarcoma,drug_effect,side effect,phenotype_phenotype,parent-child
cyclophosphamide,sarcoma,soft tissue sarcoma,drug_effect,side effect,phenotype_phenotype,parent-child
ifosfamide,fibroma,soft tissue sarcoma,drug_effect,side effect,phenotype_phenotype,parent-child
ifosfamide,leiomyosarcoma,soft tissue sarcoma,drug_effect,side effect,phenotype_phenotype,parent-child
ifosfamide,neurofibrosarcoma,soft tissue sarcoma,drug_effect,side effect,phenotype_phenotype,parent-child
ifosfamide,sarcoma,soft tissue sarcoma,drug_effect,side effect,phenotype_phenotype,parent-child
tamoxifen,fibroma,soft tissue sarcoma,drug_effect,side effect,phenotype_phenotype,parent-child
tamoxifen,leiomyosarcoma,soft tissue sarcoma,drug_effect,side effect,phenotype_phenotype,parent-child
tamoxifen,neurofibrosarcoma,soft tissue sarcoma,drug_effect,side effect,phenotype_phenotype,parent-child
tamoxifen,sarcoma,soft tissue sarcoma,drug_effect,side effect,phenotype_phenotype,parent-child
terbinafine,pruritus,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
terbinafine,abnormality of the lower limb,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
terbinafine,hyperkeratosis,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
terbinafine,edema,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
terbinafine,lymphedema,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
terbinafine,subcutaneous nodule,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
terbinafine,abnormal foot morphology,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
terbinafine,predominantly lower limb lymphedema,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
terbinafine,verrucous papule,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
terbinafine,erythematous plaque,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
terbinafine,erythematous macule,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
terbinafine,serpiginous cutaneous lesion,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
terbinafine,annular cutaneous lesion,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
terbinafine,hyperparakeratosis,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
terbinafine,hyperkeratotic papule,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
terbinafine,atypical scarring of skin,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
terbinafine,hypopigmented skin patches,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
terbinafine,recurrent bacterial infections,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
terbinafine,abnormality of the upper limb,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
terbinafine,vascular skin abnormality,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
terbinafine,lymphangiectasis,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
terbinafine,abnormal oral cavity morphology,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
terbinafine,keratitis,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
terbinafine,keratoconjunctivitis sicca,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
terbinafine,abnormal lung morphology,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
terbinafine,immunodeficiency,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
terbinafine,osteolysis,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
terbinafine,squamous cell carcinoma,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
terbinafine,multiple cutaneous malignancies,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
terbinafine,facial shape deformation,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
terbinafine,eyelid retraction,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
itraconazole,pruritus,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
itraconazole,abnormality of the lower limb,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
itraconazole,hyperkeratosis,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
itraconazole,edema,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
itraconazole,lymphedema,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
itraconazole,subcutaneous nodule,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
itraconazole,abnormal foot morphology,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
itraconazole,predominantly lower limb lymphedema,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
itraconazole,verrucous papule,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
itraconazole,erythematous plaque,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
itraconazole,erythematous macule,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
itraconazole,serpiginous cutaneous lesion,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
itraconazole,annular cutaneous lesion,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
itraconazole,hyperparakeratosis,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
itraconazole,hyperkeratotic papule,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
itraconazole,atypical scarring of skin,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
itraconazole,hypopigmented skin patches,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
itraconazole,recurrent bacterial infections,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
itraconazole,abnormality of the upper limb,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
itraconazole,vascular skin abnormality,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
itraconazole,lymphangiectasis,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
itraconazole,abnormal oral cavity morphology,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
itraconazole,keratitis,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
itraconazole,keratoconjunctivitis sicca,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
itraconazole,abnormal lung morphology,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
itraconazole,immunodeficiency,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
itraconazole,osteolysis,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
itraconazole,squamous cell carcinoma,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
itraconazole,multiple cutaneous malignancies,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
itraconazole,facial shape deformation,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
itraconazole,eyelid retraction,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
ketoconazole,pruritus,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
ketoconazole,abnormality of the lower limb,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
ketoconazole,hyperkeratosis,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
ketoconazole,edema,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
ketoconazole,lymphedema,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
ketoconazole,subcutaneous nodule,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
ketoconazole,abnormal foot morphology,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
ketoconazole,predominantly lower limb lymphedema,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
ketoconazole,verrucous papule,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
ketoconazole,erythematous plaque,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
ketoconazole,erythematous macule,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
ketoconazole,serpiginous cutaneous lesion,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
ketoconazole,annular cutaneous lesion,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
ketoconazole,hyperparakeratosis,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
ketoconazole,hyperkeratotic papule,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
ketoconazole,atypical scarring of skin,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
ketoconazole,hypopigmented skin patches,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
ketoconazole,recurrent bacterial infections,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
ketoconazole,abnormality of the upper limb,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
ketoconazole,vascular skin abnormality,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
ketoconazole,lymphangiectasis,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
ketoconazole,abnormal oral cavity morphology,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
ketoconazole,keratitis,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
ketoconazole,keratoconjunctivitis sicca,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
ketoconazole,abnormal lung morphology,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
ketoconazole,immunodeficiency,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
ketoconazole,osteolysis,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
ketoconazole,squamous cell carcinoma,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
ketoconazole,multiple cutaneous malignancies,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
ketoconazole,facial shape deformation,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
ketoconazole,eyelid retraction,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
flucytosine,pruritus,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
flucytosine,abnormality of the lower limb,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
flucytosine,hyperkeratosis,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
flucytosine,edema,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
flucytosine,lymphedema,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
flucytosine,subcutaneous nodule,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
flucytosine,abnormal foot morphology,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
flucytosine,predominantly lower limb lymphedema,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
flucytosine,verrucous papule,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
flucytosine,erythematous plaque,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
flucytosine,erythematous macule,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
flucytosine,serpiginous cutaneous lesion,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
flucytosine,annular cutaneous lesion,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
flucytosine,hyperparakeratosis,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
flucytosine,hyperkeratotic papule,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
flucytosine,atypical scarring of skin,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
flucytosine,hypopigmented skin patches,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
flucytosine,recurrent bacterial infections,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
flucytosine,abnormality of the upper limb,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
flucytosine,vascular skin abnormality,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
flucytosine,lymphangiectasis,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
flucytosine,abnormal oral cavity morphology,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
flucytosine,keratitis,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
flucytosine,keratoconjunctivitis sicca,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
flucytosine,abnormal lung morphology,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
flucytosine,immunodeficiency,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
flucytosine,osteolysis,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
flucytosine,squamous cell carcinoma,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
flucytosine,multiple cutaneous malignancies,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
flucytosine,facial shape deformation,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
flucytosine,eyelid retraction,chromomycosis,off-label use,off-label use,disease_phenotype_positive,phenotype present
posaconazole,pruritus,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
posaconazole,abnormality of the lower limb,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
posaconazole,hyperkeratosis,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
posaconazole,edema,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
posaconazole,lymphedema,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
posaconazole,subcutaneous nodule,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
posaconazole,abnormal foot morphology,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
posaconazole,predominantly lower limb lymphedema,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
posaconazole,verrucous papule,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
posaconazole,erythematous plaque,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
posaconazole,erythematous macule,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
